Participant ID,Group ID,Prompt,Response
74,NAVAIR,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.",3
8,1,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,Would remove sailor to sailor interaction
46,8,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,If this is an AI that will learn from freq searched items together than yes (10)
48,8,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,would have to see implementation
69,10,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,the IETMs are useable and highly versatile w/o added bot. Resources better used elsewhere.
70,11,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,"especially if it can work between IETMs, or if it could answer a question in regards to MCRs"
73,11,Additional comments on An Interactive User Guide (such as a ChatBot) that can answer questions / assist with locating information in the IETM.,if chatbot could provide summarized answers
1,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
2,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
3,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
4,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
5,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
6,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
7,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
8,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
9,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
10,1,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
11,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
12,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
13,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
14,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",8
15,2,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
16,3,"Rate the following on a scale of 1-10 based on how useful the following potential feature for a new IETM sounds (1 being not useful at all, 10 being extremely useful): Circle X (being able to circle a step, then mark it as complete).",10
